published,link,title,content
2025-08-08 04:43:00,"http://www.iqplus.info/news/stock_news/bjtm-bank-jatim-bank-lampung-teken-mou-integrasi-kub-dukung-ekonomi-daerah,21960010.html",BJTM: BANK JATIM-BANK LAMPUNG TEKEN MOU INTEGRASI KUB DUKUNG EKONOMI DAERAH,"IQPlus, (8/8) Bank Jatim dan Bank Lampung meneken nota kesepahaman (MoU) terkait perjanjian penyertaan dan pengambilalihan saham bersyarat Conditional Shares Subscription and Acquisition Agreement (CSSA) sebagai bagian dari integrasi Kelompok Usaha Bank (KUB) yang disaksikan gubernur kedua provinsi itu. ""Yang menjadi penguat misi dagang kali ini karena ada MoU KUB antara Bank Jatim dan Bank Lampung. Saya rasa ini akan membangun konektivitas dunia perbankan, keuangan dan ekonomi antar daerah,. kata Gubernur Jatim Khofifah Indar Parawansa dalam keterangan diterima di Surabaya, Jawa Timur, Jumat. Penandatanganan dilakukan oleh Plt. Direktur Utama Bank Jatim Arif Suhirman dan Direktur Utama Bank Lampung Mahdi Yusuf dalam rangkaian Misi Dagang dan Investasi Jawa Timur.Lampung. Bank Jatim akan memberikan penyertaan modal senilai Rp100 miliar kepada Bank Lampung. Khofifah menegaskan penandatanganan integrasi KUB ini menjadi yang pertama kali dilakukan sepanjang sejarah misi dagang Pemprov Jatim baik di periode pertama maupun kedua kepemimpinannya. ""Di semua misi dagang yang pernah kami lakukan, baik pada lima tahun periode pertama maupun periode kedua, baru kali ini ada misi dagang yang diikuti dengan penandatanganan KUB,"" ujarnya. (end/ant)"
2025-08-08 04:39:00,"http://www.iqplus.info/news/stock_news/batr-ridwan-tambah-kepemilikan-saham-batr,21959857.html",BATR: RIDWAN TAMBAH KEPEMILIKAN SAHAM BATR,"IQPlus, (8/8) Ridwan selaku Direktur utama PT Benteng Api Technic Tbk. (BATR) telah menambah porsi kepemilikan sahamnya pada tanggal 7 Agustus 2025. Dalam keterangan tertulisnya Jumat (8/8) Ridwan menyampaikan bahwa telah membeli sebanyak 15.900.000 lembar saham diharga Rp96 per saham. ""Tujuan dari transaksi ini adalah untuk Investasi dengan kepemilikan saham langsung,""tuturnya. Pasca Transaksi, maka kepemilikan saham Ridwan di BATR bertambah menjadi 1,32 miliar lembar saham atau setara dengan 43,95% dibandingkan dengan sebelumnya sebanyak 1,31 miliar lembar saham atau setara dengan 43,42%. (end)"
2025-08-08 04:36:00,"http://www.iqplus.info/news/stock_news/widi-widi-lakukan-kegiatan-csr-di-jakarta-barat,21959158.html",WIDI: WIDI LAKUKAN KEGIATAN CSR DI JAKARTA BARAT,"IQPlus, (8/8) PT Widiant Jaya Krenindo Tbk melalui tema ""Bersama WIDI, Mewujudkan Kepedulian Nyata"" melakukan kegiatan CSR dengan memberikan paket makanan siap saji di daerah Pinangsia, Kota Jakarta Barat kepada Gereja Persekutuan Doa Fajar serta masyarakat di sekitar kantor Perseroan dengan total 150 (seratus lima puluh) orang. Dalam siaran pers WIDI (8/8) disebutkan Kegiatan ini bertujuan untuk membantu memenuhi kebutuhan pangan masyarakat lokal serta mempererat hubungan sosial antara Perseroan dan komunitas sekitar. Melalui tindakan sederhana ini, Perseroan ingin memberikan kontribusi positif dalam meningkatkan kesejahteraan masyarakat dan menunjukkan kepedulian sosial Perseroan terhadap lingkungan sekitarnya. (end)"
2025-08-08 04:23:00,"http://www.iqplus.info/news/stock_news/tebe-tebe-peroleh-hak-konsesi-untuk-jasa-kepelabuhanan-di-pelabuhan-banjarmasin,21958710.html",TEBE: TEBE PEROLEH HAK KONSESI UNTUK JASA KEPELABUHANAN DI PELABUHAN BANJARMASIN,"IQPlus, (8/8) PT Dana Brata Luhur Tbk (TEBE) telah menandatangani Perjanjian Konsesi antara anak perusahaannya, PT Pelabuhan Talenta Bumi, dengan Kantor Kesyahbandaran dan Otoritas Pelabuhan (KSOP) Kelas I Banjarmasin pada tanggal 5 Agustus 2025. Perjanjian ini memberikan hak konsesi kepada PT Pelabuhan Talenta Bumi untuk melakukan kegiatan pengusahaan jasa kepelabuhanan di area pelabuhan PT Pelabuhan Talenta Bumi di Pelabuhan Banjarmasin untuk jangka waktu 27 tahun. Dengan adanya Perjanjian Konsesi ini, kata Direktur Utama TEBE, Dian Heryandi, PT Pelabuhan Talenta Bumi dapat mulai beroperasi dan menyediakan jasa kepelabuhanan kepada banyak sektor lain selain sektor batubara di wilayah Pelabuhan Banjarmasin. Hal ini diharapkan dapat meningkatkan pendapatan Perseroan melalui pembagian dividen yang dibagikan anak-anak perusahaan Perseroan. ""Perjanjian Konsesi ini berpotensi meningkatkan pendapatan Perseroan melalui perluasan cakupan jasa kepelabuhanan yang dapat diberikan oleh PT Pelabuhan Talenta Bumi. Dengan demikian, Perseroan dapat memperoleh pendapatan yang lebih besar dan meningkatkan kemampuan finansialnya,""katanya. Ia menambahkan, Perjanjian Konsesi ini diharapkan dapat mendukung kemampuan Perseroan untuk terus beroperasi di masa mendatang. Dengan jangka waktu konsesi 27 tahun, PT Pelabuhan Talenta Bumi dapat melakukan kegiatan usaha jasa kepelabuhanan dengan stabil dan berkelanjutan, sehingga dapat menjaga keberlangsungan Perseroan. ""Ini merupakan langkah strategis bagi PT Dana Brata Luhur Tbk (TEBE) untuk memperluas jasa kepelabuhanan dan meningkatkan pendapatan. Dengan adanya perjanjian ini, Perseroan dapat meningkatkan kemampuan finansialnya dan menjaga keberlangsungan usahanya,"" tegasnya. (end)"
2025-08-08 03:49:00,"http://www.iqplus.info/news/stock_news/pipa-morris-capital-ambil-alih-5-1--saham-pipa,21956870.html","PIPA: MORRIS CAPITAL AMBIL ALIH 5,1% SAHAM PIPA","IQPlus, (8/8) PT Morris Capital Indonesia telah mengambilalih saham PT Multi Makmur Lemindo Tbk. (PIPA) pada tanggal 8 Agustus 2025. Noprian Fadli Direktur PT Morris Capital Indonesia dalam keterangan tertulisnya Jumat (8/8) menuturkan bahwa Morris Capital telah membeli sebanyak 174.675.000 lembar saham PIPA setara dengan 5,1% di harga Rp80 per saham senilai Rp13,9 miliar serta merupakan bagian dari rencana pengambilalihan emiten PIPA secara bertahap. Pasca transaksi maka Morris Capital kini memiliki sebanyak 174,6 juta lembar saham PIPA setara dengan 5,1% dibandingkan sebelumnya sebanyak 0 lembar saham. Sebelumnya pada keterbukaan Informasi (28/4) Noprian Fadli Direktur Morris Capital menyampaikan Morris akan mengambilalih 57,37% saham PIPA dari empat pemegang saham mayoritas saham PIPA yaitu Junaedi, Susyanalief, Hendrik Saputra, dan Nanang Saputra dan pasca penyelesaian transaksi pengambilalihan saham tersebut, pembeli (Morris Capital) akan menjadi pengendali baru PIPA. ""Tujuan rencana pengambilalihan (PIPA) adalan untuk investasi dari rencana pengembangan dan ekspansi bisnis grup dari investor-investor pembeli dan saat ini materi negosiasi antara lain nilai rencana akuisisi dan waktu penyelesaiannya masih didiskusikan,"" pungkasnya. (end)"
2025-08-08 03:42:00,"http://www.iqplus.info/news/stock_news/bris-bsi-dukung-penuh-rencana-pemerintah-hadirkan-penjamin-simpanan-emas,21956397.html",BRIS: BSI DUKUNG PENUH RENCANA PEMERINTAH HADIRKAN PENJAMIN SIMPANAN EMAS,"IQPlus, (8/8) PT Bank Syariah Indonesia Tbk (BSI) mendukung penuh rencana pemerintah menghadirkan penjamin simpanan emas pascabisnis bullion bank atau bank emas diresmikan oleh Presiden Prabowo Subianto pada 26 Februari 2025 lalu. Direktur Penjualan dan Distribusi BSI Anton Sukarna mengatakan dengan hadirnya penjamin simpanan emas, ekosistem bisnis emas di Tanah Air memiliki jaring pengaman yang lebih kuat bagi masyarakat dengan stabilitas lebih terjaga bagi industri. ""Ini sebuah langkah yang sangat baik. Ada dorongan terhadap infrastruktur ekosistem bullion bank. Sehingga instrumen investasi logam mulia ini semakin terpercaya. Di sisi lain akan memperkuat stabilitas industri,"" kata Anton menegaskan. Menurut Anton, hal tersebut memang harus menjadi prioritas. Sebab, bisnis bullion bank terus menunjukkan pertumbuhan dengan prospek yang semakin menjanjikan. Dengan diresmikannya bullion bank awal tahun ini oleh pemerintah, logam mulia menjadi alternatif investasi yang aman dan stabil bagi masyarakat. Langkah strategis yang dilakukan pemerintah tersebut semakin menjaga stabilitas harga logam mulia di pasar Tanah Air. Terlebih investasi emas bersifat safe haven dan wealth protector. Sehingga menjadi salah satu pilihan investasi utama di tengah kondisi ekonomi yang menantang. ""Potensi bullion bank ini sangat besar, bukan hanya untuk masyarakat sebagai nasabah, namun juga bagi ekonomi nasional. Seperti kita ketahui, logam mulia ini sebagai wealth protector untuk masyarakat. Emas juga mendukung daya tahan moneter dan fiskal sebuah negara,"" katanya. BSI sendiri telah membuktikan potensi pertumbuhan bisnis emas tersebut. Karena seperti diketahui, BSI adalah satu-satunya bank yang mendapatkan izin layanan bank emas setelah diresmikan pemerintah. Transaksi pembelian emas di melalui BSI sepanjang periode kuartal II/2025 melonjak 441% secara year-on-year (YoY). Dengan pertumbuhan yang signifikan tersebut, total gramasi pembelian emas di BSI mencapai 693 kilogram (kg). Sementara total transaksinya mencapai 238.000 kali. ""Bisnis bullion menjadi sumber pertumbuhan baru bagi BSI yang akan terus kami jaga pertumbuhannya secara berkelanjutan. Saat ini kami terus berupaya memperkuat inklusi bank emas. Sehingga masyarakat mudah mendapatkan logam mulia secara fisik maupun digital,"" tuturnya. Sebelumnya, Lembaga Penjamin Simpanan (LPS) sedang menanti arahan pemerintah terkait penjaminan simpanan emas. Direktur Eksekutif Manajemen Strategis dan Perumusan Kebijakan LPS Ridwan Nasution di acara Seminar Nasional yang mengangkat tema .Di Balik Kilau Emas: Siapa Penjamin Simpanan di Bullion Bank?. yang diselenggarakan oleh Universitas Paramadina, menyampaikan saat ini simpanan emas belum dijamin oleh LPS mengingat usaha bullion belum masuk dalam skema penjaminan. Ridwan mengatakan hal ini akan dibahas lebih dalam oleh pemerintah dan DPR RI. Dia menyebut bahwa LPS akan mengikuti arahan yang diberikan oleh pemerintah terkait penjaminan simpanan emas tersebut. (end/)"
2025-08-08 03:39:00,"http://www.iqplus.info/news/stock_news/tins-pt-timah-komitmen-pulihkan-ekosistem-laut,21955928.html",TINS: PT TIMAH KOMITMEN PULIHKAN EKOSISTEM LAUT,"alam beberapa tahun terakhir, upaya pelestarian ekosistem laut yang dilakukan PT Timah semakin meningkat. Tidak hanya melakukan reklamasi laut, Emiten TINS ini juga melaksanakan inisiatif penenggelaman coral garden atau taman karang buatan sebagai bagian dari program corporate social responsibility (CSR) dan upaya pengelolaan lingkungan berkelanjutan. Penenggelaman coral garden yang dilaksanakan Anggota Holding Industri Pertambangan MIND ID, PT Timah tidak hanya bertujuan untuk memulihkan ekosistem bawah laut, tetapi juga mendukung keanekaragaman hayati, ekonomi masyarakat pesisir dan wisata bahari. Hal ini selaras dengan implementasi ESG yang dilakukan perusahaan. Seperti baru-baru ini, PT Timah kembali menenggelamkan 15 unit coral garden di Perairan Pulau Putri, Desa Penyusuk, Kabupaten Bangka, Provinsi Kepulauan Bangka Belitung, Rabu (30/7/2025). Penenggelaman artificial reef ini turut disaksikan para investor dari Stockbit Sekuritas yang sedang melaksanakan site visit ke PT Timah. Mereka juga melihat langsung hasil coral garden yang telah ditenggelamkan PT Timah di kawasan ini saat menyelam di Perairan Pulau Putri. Coral garden adalah struktur buatan yang dirancang untuk menciptakan habitat baru bagi karang dan biota laut. Pada penenggelaman kali ini, PT Timah menggunakan struktur beton dan besi untuk memicu pertumbuhan karang. Dalam melaksanakan penenggelaman coral garden, PT Timah berkolaborasi dengan kelompok nelayan dan juga Yayasan Sayang Babel Kite sebagai upaya pemberdayaan masyarakat lokal. Penenggelaman coral garden yang dilakukan PT Timah di Pulau Putri sudah berkelanjutan, bahkan beberapa coral garden yang ditenggelamkan sudah menjadi karang alami yang telah memberikan manfaat bagi masyarakat nelayan dan juga mendukung pariwisata bawah laut di kawasan ini. Selain melaksanakan penenggelaman coral garden, di kawasan ini PT Timah bersama Yayasan Sayang Babel Kite telah memiliki kebun karang, sehingga saat menenggelamkan coral garden atau artificial reef lainnya tidak perlu lagi mengambil patahan dari karang alami. Ketua Yayasan Sayang Babel Kite Indra Ambalika Syari menceritakan coral garden yang ditenggelamkan PT Timah sejak 2019 telah menjadi habitat alami yang ditandai dengan banyaknya penempelan biota laut dan indeks keanekaragaman biota sudah mencapai angka 1,5. ""Coral garden yang ditenggelamkan awalnya masih buatan tapi sekarang sudah menjadi habitat alami dan sudah menjadi habitat baru. Harapannya bisa mempercepat laju restorasi untuk memperbaiki ekosistem pesisir,"" katanya. ""Kita di Pulau Putri ini sudah ada kebun pembibitan sendiri, tidak perlu lagi mengambil patahan karang dari karang alam. Dan PT Timah juga melibatkan masyarakat lokal mulai dari pembuatan, penenggelaman, dan monitoring,"" sambungnya. Menurutnya, artificial reef seperti coral garden berperan penting untuk merangsang habitat alami yang diharapkan menjadi modal utama untuk mempercepat laju rehabilitasi di ekosistem alam yang sudah rusak. ""Diharapkan nantinya ikan karang yang menempel di artificial menjadi sumber indukan yang nantinya berpindah ke ekosistem yang sudah rusak agar dapat membantu proses pemulihannya dan bisa mempercepat proses rehabilitasi laut,"" ujar Dosen Ilmu Kelautan dan Perikanan Universitas Bangka Belitung ini. Salah satu nelayan di Penyusuk, Ramadan mengatakan mereka telah merasakan langsung manfaat coral garden yang ditenggelamkan PT Timah. Dirinya bisa melaut lebih dekat dan hasil tangkapannya semakin meningkat. ""Yang paling dirasakan itu kita tidak perlu jauh-jauh lagi melaut, karena coral garden ini ditenggelamkan hanya sekitar 1 mil dari laut. Ikan-ikannya juga banyak seperti kakap merah. Kita juga jadi menghemat biaya BBM,"" ucapnya. Sebagai salah satu pelaku wisata, Menurut Rama kehadiran coral garden juga bisa membantu dirinya untuk membawa wisatawan untuk menemukan spot-spot bagus saat snorkling. ""Saya biasanya juga bawa tamu ke Pulau dari Pantai Penyusuk ini, dengan ada spot coral garden kita jadi bisa menunjukkan ke wisatawan spot mana yang bagus untuk mereka snorkling, jadi bisa lihat ikan-ikan. Semoga nanti program ini bisa berlanjut sehingga semakin banyak titik coral gardennya,"" harapnya. Sementara itu, salah satu Investor Retail yang hadir dalam kegiatan penenggelaman coral garden Thomas Wiliam Simaradjo mengatakan kegiatan lingkungan yang dilaksanakan PT Timah merupakan salah satu bentuk komitmen perusahaan dalam melakukan pengelolaan lingkungan yang berkelanjutan. ""PT Timah sangat baik dalam melakukan pengelolaan lingkungan melalui reklamasi. Kemarin kami diperlihatkan tentang lahan bekas tambang yang diolah menjadi taman yang indah. Saat teman-teman diving tadi kami juga ditunjukan bagaimana proses dan hasil reklamasi laut PT Timah. Jadi menurut saya PT Timah tidak hanya mementingkan bagaimana mencari keuntungan dari sisi operasional bisnis, tetapi juga sangat peduli terhadap lingkungan,"" katanya ""Kalau misalkan banyak yang bilang penambangan timah merusam lingkungan itu mungkin kebanyakan yang ilegal. Tapi kalau yang legal terbukti PT Timah sangat peduli dengan keberlanjutan lingkungan,"" sambungnya. Departement Head Corporate Communication PT Timah, Anggi Siahaan mengatakan pengelolaan lingkungan yang dilaksanakan PT Timah tidak hanya berorientasi pada pelestarian lingkungan namun juga pemberdayaan masyarakat lokal. ""Program pengelolaan lingkungan dilaksanakan secara berkelanjutan dan diintegrasikan dengan pemberdayaan masyarakat lokal. Coral garden diharapkan tidak hanya mempercepat rehabilitasi laut, tapi juga memberikan dampak ekonomi bagi masyarakat pesisir dan juga mendukung wisata bahari,"" ucap Anggi. (end)"
2025-08-08 03:29:00,"http://www.iqplus.info/news/stock_news/mdla-wimala-widjaja-tambah-kepemilikan-saham-mdla,21955642.html",MDLA: WIMALA WIDJAJA TAMBAH KEPEMILIKAN SAHAM MDLA,"IQPlus, (8/8) Wimala Widjaja selaku Direktur PT Medela Potentia Tbk. (MDLA) telah menambah porsi kepemilikan sahamnya pada tanggal 1 hingga 5 Agustus 2025. Krestijanto Pandji Direktur utama MDLA dalam keterangan tertulisnya (8/8) menyampaikan bahwa Wimala Widjaja telah membeli saham MDLA sebanyak 163.000 lembar saham diharga Rp185-Rp189 per saham. Sebagai informasi, Wimala Widjaja telah membeli saham MDLA sebanyak 3.126.800 lembar saham diharga Rp188 per saham pada tanggal 14 April 2025. ""Tujuan dari transaksi ini adalah untuk investasi dengan kepemilikan saham langsung,"" tuturnya. Pasca transaksi ini maka kepemilikan saham Wimala Widjaja di MDLA menjadi 3,28 juta lembar saham atau setara dengan 0,0235% dibandingkan dengan sebelumnya sebanyak 3,12 juta lembar saham setara dengan 0,223%. (end)"
2025-08-08 03:27:00,"http://www.iqplus.info/news/stock_news/mora-mora-siapkan-dana-lunasi-sukuk-tahun-2020,21955583.html",MORA: MORA SIAPKAN DANA LUNASI SUKUK TAHUN 2020,"IQPlus, (8/8) PT Mora Telematika Indonesia Tbk (MORA) telah menyiapkan dana untuk melunasi pokok Sukuk I Tahap II 2020 Seri B. Henry Rizard Rumopa Corporate Secretary MORA dalam keterangan tertulisnya Jumat (8/8) menuturkan bahwa MORA telah menyiapkan dana sebesar Rp86 miliar untuk melunasi Sukuk yang akan jatuh pada tanggal 11 Agustus 2025. Adapun kesiapan dana Emiten terkait dengan pelunasan Sukuk I Tahap II Seri B akan tersedia di rekening KSEI selambat-lambatnya pada tanggal 11 Agustus 2025. Sebagai informasi, jumlah Sisa Imbalan Sukuk ini sebesar Rp86 miliar dengan Cicilan Imbalan sebesar Rp9,67 miliar per tahun, berjangka waktu 5 tahun sejak tanggal Emisi. (end)"
2025-08-08 03:06:00,"http://www.iqplus.info/news/stock_news/wege-wege-tingkatkan-pengembangan-marina-bay-lombok-dengan-pembangunan-villa-modular,21954204.html",WEGE: WEGE TINGKATKAN PENGEMBANGAN MARINA BAY LOMBOK DENGAN PEMBANGUNAN VILLA MODULAR,"IQPlus, (8/8) PT Wijaya Karya Bangunan Gedung Tbk (WEGE) berperan penting dalam pengembangan kawasan Marina Bay Lombok yang terletak di pesisir selatan Lombok Barat, sebuah proyek ambisius yang akan mengubah lanskap ekonomi dan pariwisata daerah tersebut. Dalam proyek ini, WEGE dipercaya untuk membangun 50 unit villa modular yang dijadwalkan akan selesai pada akhir tahun 2025. Penandatanganan work agreement untuk proyek ini telah terlaksana pada 6 Agustus 2025, menandai dimulainya tahap implementasi konstruksi. Proyek pembangunan 50 unit Villa Modular di kawasan Marina Bay, Lombok Barat, akan dirancang dengan menggunakan Modular Lite (MoLi), sebuah sistem modular yang ringan dan hemat ruang. MoLi memiliki berat hanya 450 kg per unit, dengan dimensi 6x3x3 meter, dan dapat dipasang tanpa memerlukan peralatan berat, menjadikannya solusi praktis untuk pembangunan villa. Proyek ini juga memastikan standar internasional dengan fokus pada kualitas, kenyamanan, dan keberlanjutan. Pembangunan ini menjadi langkah penting dalam memperkenalkan konsep hunian modern yang tidak hanya memenuhi kebutuhan estetika, tetapi juga mendukung pengembangan kawasan pariwisata dan urban di Lombok Barat. Proyek ini diharapkan dapat memberikan kontribusi positif terhadap perekonomian lokal, dengan menyediakan hunian berkualitas tinggi dan fasilitas yang mendukung gaya hidup masa depan. Kawasan Marina Bay Lombok dirancang sebagai proyek pengembangan terintegrasi dengan skema mixed-use development yang mencakup zona residensial premium, fasilitas komersial modern, serta fasilitas rekreasi berkelas internasional. Proyek ini dikembangkan untuk memperkuat ekosistem pariwisata dan mempercepat pertumbuhan Kawasan urban di Pulau Lombok. Berlokasi strategis hanya 40 menit dari Kawasan Ekonomi Khusus (KEK) Mandalika, Marina Bay Lombok menawarkan nilai investasi jangka panjang yang sangat menjanjikan dengan potensi capital gain yang tinggi. Pengembangan infrastruktur yang terus berlanjut, termasuk peningkatan konektivitas bandara, akan menjadi faktor kunci dalam memastikan keberlanjutan dan kesuksesan proyek ini. WEGE membawa solusi konstruksi inovatif dengan menggunakan teknologi modular dalam pembangunan villa-villa tersebut. Teknologi modular dikenal karena efisiensinya dalam mengurangi waktu pembangunan, meningkatkan ketepatan konstruksi, dan mengurangi dampak lingkungan, sejalan dengan komitmen WEGE terhadap keberlanjutan dan ramah lingkungan. Keberadaan teknologi ini juga memastikan kualitas bangunan yang lebih terjamin dan sesuai dengan standar internasional. ""WEGE sangat bangga bisa menjadi bagian dari proyek Marina Bay Lombok yang luar biasa ini. Dengan pengalaman kami dalam teknologi Modular dan komitmen terhadap keberlanjutan, kami yakin dapat memberikan kontribusi besar dalam mewujudkan visi kawasan ini. Selain itu, proyek ini juga menjadi kesempatan untuk lebih memperkenalkan solusi konstruksi inovatif dan ramah lingkungan kepada pasar global,"" ujar Bagus Tri Setyana, Direktur Operasi I WEGE. Pengembangan Marina Bay Lombok ini diharapkan dapat memberikan dampak ekonomi yang signifikan bagi daerah Lombok, terutama Lombok Barat, dengan menciptakan lapangan pekerjaan baru, menarik investasi lebih lanjut, dan mendukung perkembangan sektor pariwisata di wilayah tersebut. Proyek ini juga akan berfungsi sebagai contoh bagi proyek-proyek konstruksi masa depan yang berfokus pada keberlanjutan dan efisiensi sumber daya. (end)"
