published,link,title,content
2025-08-01,https://investasi.kontan.co.id/news/asing-net-sell-saat-ihsg-menguat-cek-saham-yang-banyak-dijual-asing-di-akhir-pekan,"Asing Net Sell Saat IHSG Menguat, Cek Saham yang Banyak Dijual Asing di Akhir Pekan","KONTAN.CO.ID JAKARTA. Indeks Harga Saham Gabungan (IHSG) ditutup menguat pada akhir pekan, Jumat (1/8/2025), mengawali bulan Agustus dengan positif setelah mengalami koreksi selama dua hari berturut-turut pada akhir Juli. Berdasarkan data Bursa Efek Indonesia (BEI) melalui RTI, IHSG naik 0,71% atau 53,43 poin ke level 7.537,76 pada penutupan perdagangan. Meski demikian, secara mingguan IHSG masih mencatatkan penurunan tipis sebesar 0,08%. Total volume transaksi pada Jumat mencapai 29,09 miliar saham dengan nilai perdagangan sebesar Rp 14,97 triliun. Terdapat 357 saham yang menguat, 255 saham melemah, dan 189 saham stagnan. Di sisi lain, investor asing membukukan aksi jual bersih (net sell) sebesar Rp 74,04 miliar di seluruh pasar. Secara kumulatif, net sell asing selama sepekan mencapai Rp 2,50 triliun. Berikut 10 saham net sell terbesar asing pada Jumat: 1. PT Adaro Andalan Indonesia Tbk (AADI) Rp 161,02 miliar 2. PT Barito Pacific Tbk (BRPT) 134,62 miliar 3. PT Bank Mandiri Tbk (BMRI) Rp 130,91 miliar 4. PT Pantai Indah Kapuk Dua Tbk (PANI) Rp 126,76 miliar 5. PT Bank Negara Indonesia Tbk (BBNI) Rp 55,69 miliar 6. PT Bank Central Asia Tbk (BBCA) Rp 43,17 miliar 7. PT Indofood CBP Sukses Makmur Tbk (ICBP) Rp 30,55 miliar 8. PT Amman Mineral Internasional Tbk (AMMN) Rp 24,52 miliar 9. PT Kalbe Farma Tbk (KLBF) Rp 23,95 miliar 10. PT Indofood Sukses Makmur Tbk (INDF) Rp 17,12 miliar INDF Chart by TradingView"
2025-08-01,https://investasi.kontan.co.id/news/ihsg-menghijau-cermati-saham-yang-banyak-diborong-asing-di-awal-agustus-2025,"IHSG Menghijau, Cermati Saham yang Banyak Diborong Asing di Awal Agustus 2025","KONTAN.CO.ID JAKARTA. Indeks Harga Saham Gabungan (IHSG) ditutup menguat pada perdagangan akhir pekan ini. Mengawali bulan Agustus 2025,IHSG mengakhiri koreksi selama dua hari berturut-turut di penghujung Juli 2025. Mengutip data Bursa Efek Indonesia (BEI) via RTI, IHSG menguat 0,71% atau bertambah 53,43 poin ke level 7.537,76 pada penutupan perdagangan Jumat (1/8/2025). Sementara itu, dalam perdagangan sepekan terakhir IHSG masih tercatat turun tipis 0,08%. Total volume perdagangan saham di BEI pada Jumat 29,09 miliar dengan nilai transaksi Rp 14,97 triliun. Ada 357 saham yang menguat, 255 saham yang melemah dan 189 saham yang stagnan. Meski demikian, investor asing masih mencatatkan net sell sebesar Rp 74,04 miliar pada Jumat di seluruh pasar. Akumulasi net sell asing dalam sepekan terakhir tembus Rp 2,50 triliun di seluruh pasar. Di tengah kenaikan IHSG ada Jumat, cermati saham yang banyak dikoleksi asing. Berikut 10 saham net buy terbesar asing pada Jumat: 1. PT Telkom Indonesia Tbk (TLKM) Rp 150,27 miliar 2. PT TBS Energi Utama Tbk (TOBA) Rp 111,81 miliar 3. PT Unilever Indonesia Tbk (UNVR) Rp 44,5 miliar 4. PT Darma Henwa Tbk (DEWA) Rp 44,22 miliar 5. PT Aneka Tambang Tbk (ANTM) Rp 41,07 miliar 6. PT GoTo Gojek Tokopedia Tbk (GOTO) Rp 34,3 miliar 7. PT Bank Rakyat Indonesia Tbk (BBRI) Rp 29,67 miliar 8. Pt Astra International Tbk (ASII) Rp 27,09 miliar 9. PT Raharja Energi Cepu Tbk (RATU) Rp 24,68 miliar 10. PT Trimegah Bangun Persada Tbk (NCKL) Rp 21,88 miliar TLKM Chart by TradingView"
2025-08-01,https://investasi.kontan.co.id/news/saham-coco-dan-buva-disuspensi-pada-jumat-18-begini-saran-analis,"Saham COCO dan BUVA Disuspensi pada Jumat (1/8), Begini Saran Analis","KONTAN.CO.ID JAKARTA. PT Bursa Efek Indonesia (BEI) mesuspensi atau menghentikan sementara perdagangan saham PT Wahana Interfood Nusantara Tbk (COCO) dan PT Bukit Uluwatu Villa Tbk (BUVA) di pasar reguler dan pasar tunai, mulai sesi pertama perdagangan Jumat (1/8/2025). Investment Analyst Edvisor Profina Visindo, Indy Naila mengatakan, lonjakan harga saham COCO dan BUVA yang memicu suspensi oleh BEI ini disebabkan oleh spekulasi pasar, bukan karena fundamental yang kuat. “Maka itu untuk prospek ke depan, investor perlu mencermati pemulihan pendapatan kedua emiten,” katanya kepada Kontan, Jumat (1/8/2025). Khususnya, lanjut Indy, terkait pemulihan operating income dan pertumbuhan laba bersih (net income growth). Ke depan, ia juga menyarankan investor melihat sisi fundamental, aksi korporasi, serta strategi ekspansi perseroan dalam mempertimbangkan saham BUVA dan COCO. BUVA Chart by TradingView Asal tahu saja, dalam pengumumannya, BEI mengatakan suspensi pada perdagangan Jumat (1/8/2025) diperlukan lantaran terjadi peningkatan harga kumulatif yang signifikan pada saham BUVA dan COCO. Lebih lanjut, BEI menyebut suspensi bertujuan melindungi investor. Adapun pada perdagangan Kamis (31/7/2025), saham COCO ditutup saham COCO naik 24,56% ke Rp 426 per saham. Sepanjang tahun berjalan, saham COCO sudah naik 425,93%. COCO Chart by TradingView Sementara itu, saham BUVA ditutup naik 34,02% ke Rp 260 per saham. Sejak awal tahun, BUVA sudah melonjak tajam 356,14%."
2025-08-01,https://investasi.kontan.co.id/news/wall-street-anjlok-dipicu-tarif-trump-dan-kinerja-amazon-yang-mengecewakan,"Wall Street Anjlok, Dipicu Tarif Trump dan Kinerja Amazon yang Mengecewakan","KONTAN.CO.ID NEW YORK. Indeks utama Wall Street dibuka melemah tajam pada awal perdagangan Jumat (1/8/2025), karena tarif baru AS terhadap puluhan mitra dagang, dan pendapatan Amazon yang mengecewakan membebani sentimen. Mengutip Reuters, pada bel pembukaan perdagangan, indeks Dow Jones Industrial Average turun 349,2 poin, atau 0,79% ke level 43.781,77. Indeks S&P 500 turun 52,1 poin, atau 0,82% ke level 6.287,28, sementara Nasdaq Composite turun 291,8 poin, atau 1,38% ke level 20.830,64. Beberapa jam sebelum batas waktu tarif, Presiden Donald Trump menandatangani perintah eksekutif yang mengenakan bea masuk mulai dari 10% hingga 41% pada impor AS dari negara-negara termasuk Kanada, Brasil, India, dan Taiwan. Sebuah laporan Departemen Tenaga Kerja menunjukkan bahwa ekonomi AS menambahkan 73.000 lapangan kerja di bulan Juli, kurang dari yang diperkirakan, menunjukkan moderasi tajam di pasar tenaga kerja di tengah ketidakpastian perdagangan. Tingkat pengangguran berada di angka 4,2%, sesuai dengan ekspektasi. ""Ini adalah laporan yang cukup mengecewakan ... pasar menjadi sedikit lebih khawatir tentang kondisi pasar tenaga kerja setelah laporan hari ini,"" kata BeiChen Lin, ahli strategi investasi senior di Russell Investments. Data tersebut memaksa para pedagang untuk meningkatkan taruhan mereka terhadap penurunan suku bunga pada bulan September menjadi 62,9% dari 41,2% pada hari sebelumnya, menurut perangkat FedWatch CME. Indeks Volatilitas CBOE, juga dikenal sebagai pengukur rasa takut Wall Street, melonjak ke level tertinggi lebih dari dua minggu dan terakhir naik 18,18 poin. Di awal pekan, laporan PDB kuartal kedua yang lebih kuat dari perkiraan dan kenaikan inflasi bulan Juni mempengaruhi ekspektasi terhadap jalur suku bunga. Trump mengatakan pada hari Jumat bahwa dewan Federal Reserve harus mengambil alih kendali jika Ketua Jerome Powell terus menolak menurunkan suku bunga. Ketua Fed Jerome Powell telah mengindikasikan bahwa bank sentral tidak terburu-buru untuk melakukannya, meskipun ada tekanan dari Trump untuk memangkas suku bunga. Sementara itu, saham Amazon merosot 8,3% dalam perdagangan pre market setelah pertumbuhan unit komputasi awannya gagal mengesankan investor, berbeda dengan kenaikan kuat yang dilaporkan oleh pesaing yang berfokus pada AI, Alphabet dan Microsoft. Apple membukukan proyeksi pendapatan kuartal berjalannya jauh di atas perkiraan Wall Street, tetapi CEO Tim Cook memperingatkan bahwa tarif AS akan menambah biaya sebesar US$ 1,1 miliar selama periode tersebut. Saham Apple naik 1,5%."
2025-08-01,https://investasi.kontan.co.id/news/komisaris-tak-dapat-tantiem-dan-bonus-begini-efeknya-emiten-bumn-dan-anak-usahanya,"Komisaris Tak Dapat Tantiem dan Bonus, Begini Efeknya ke Emiten BUMN & Anak Usahanya","KONTAN.CO.ID JAKARTA. Kebijakan Badan Pengelola Investasi Daya Anagata Nusantara alias BPI Danantara untuk tidak membagikan tantiem, insentif maupun penghasilan dalam bentuk lain kepada komisaris BUMN dan anak usaha dinilai menjadi sentimen positif. Keputusan tersebut tertuang dalam Surat Edaran (SE) Danantara Indonesia Nomor S-063/DI-BP/VII/2025 Tanggal 30 Juli 2025, yang ditujukan kepada Direksi dan Dewan Komisaris BUMN dan anak usaha. BPI Danantara mengatur untuk anggota direksi BUMN dan anak usaha, pemberian tantiem, insentif dan/atau penghasilan dalam bentuk lainnya yang dikaitkan dengan kinerja perusahaan, harus didasarkan pada laporan keuangan yang sebenar-benarnya dari hasil operasi perusahaan. Selain itu, bukan merupakan hasil aktivitas semu pencatatan akuntansi/laporan keuangan, seperti namun tidak terbatas pada pengakuan pendapatan sebelum waktunya dan/atau tidak mencatatkan beban untuk memperbesar laba perusahaan. Sedangkan, untuk anggota Dewan Komisaris BUMN dan anak usaha, tidak diperkenankan mendapatkan tantiem, insentif dan/atau penghasilan dalam bentuk lainnya yang dikaitkan dengan kinerja perusahaan. Aturan terkait pemberian tantiem, insentif, dan/atau penghasilan dalam bentuk lainnya ini berlaku sejak tahun buku 2025. Kebijakan ditetapkan sebagaimana Undang-Undang (UU) Nomor 19 Tahun 2003 tentang BUMN. Direktur Infovesta Utama Parto Kawito mengatakan secara konsep, kebijakan tersebut sudah cukup bagus karena untuk direksi memang seharusnya seperti itu. Namun pengawasan harus tetap berjalan. Dia juga menilai kebijakan penghapusan tantiem maupun bonus bagi komisaris juga sudah bagus. Namun Parto mengingatkan implementasi ini harus disertai pengawasan akan tidak terjadi kecurangan. “Harus disertai pengawasan agar komisaris yang tidak jujur misalnya menaikkan secara besar-besaran. Selain itu juga melakukan monitor agar kinerja tidak turun,” katanya kepada Kontan, Jumat (1/8). Pengamat Pasar Modal Lanjar Nafi menambahkan keputusan ini merupakan langkah reformasi penerapan good corporate governance (GCG) yang signifikan dan positif untuk ekosistem BUMN."
2025-08-01,https://investasi.kontan.co.id/news/saham-coco-dan-buva-disuspensi-pengamat-pasar-modal-ungkap-pemicu-lonjakan-harganya,"Saham COCO dan BUVA Disuspensi, Pengamat Pasar Modal Ungkap Pemicu Lonjakan Harganya","KONTAN.CO.ID JAKARTA. PT Bursa Efek Indonesia (BEI) melakukan suspensi atau menghentikan sementara perdagangan saham PT Wahana Interfood Nusantara Tbk (COCO) dan PT Bukit Uluwatu Villa Tbk (BUVA) di pasar reguler dan pasar tunai, mulai sesi pertama perdagangan Jumat (1/8/2025). Pengamat pasar modal sekaligus Founder WH-Project, William Hartanto mencermati, kenaikan harga kedua saham secara signifikan memiliki unsur spekulasi. Tepatnya, ia menilai saham COCO mendapat respons positif karena rencana penambahan kegiatan bisnis oleh emiten tersebut. Sementara itu, penguatan saham BUVA dipicu oleh aksi pembelian yang dilakukan oleh Happy Hapsoro. “Apalagi saham-saham lain milik Hapsoro juga tengah menguat,” ujarnya kepada Kontan, Jumat (1/8/2025). Dengan begitu, pergerakan harga BUVA dinilai seperti tengah mengejar ketertinggalan kenaikan, dengan memanfaatkan sentimen dari aksi beli Hapsoro. Sebagai informasi, dalam pengumumannya, BEI bilang suspensi diperlukan lantaran terjadi peningkatan harga kumulatif yang signifikan pada saham COCO dan BUVA. Lebih lanjut, BEI menyebut suspensi bertujuan melindungi investor. Adapun pada perdagangan Kamis (31/7/2025), saham COCO ditutup saham COCO naik 24,56% ke Rp 426 per saham. Sepanjang tahun berjalan, saham COCO sudah naik 425,93%. Sedangkan saham BUVA ditutup naik 34,02% ke Rp 260 per saham. Sejak awal tahun, BUVA sudah naik 356,14%."
2025-08-01,https://investasi.kontan.co.id/news/pekan-ini-ihsg-terkoreksi-tipis-008-bagaimana-proyeksi-pekan-depan,"Pekan Ini IHSG Terkoreksi Tipis 0,08%, Bagaimana Proyeksi Pekan Depan?","KONTAN.CO.ID JAKARTA. Indeks Harga Saham Gabungan (IHSG) menguat 53,43 poin atau 0,71% ke 7.537,76 pada Jumat (1/8/2025). Namun, selama sepekan, IHSG masih terkoreksi tipis 0,08%. Analis MNC Sekuritas Herditya Wicaksana mengatakan, pelemahan IHSG dalam sepekan disertai dengan munculnya tekanan jual. Herditya bilang, pergerakan IHSG dipengaruhi sejumlah sentimen. Pertama, adanya arus dana asing keluar atau outflow dari pasar saham. Kedua, rilis data makroekonomi Amerika Serikat (AS) seperti data pekerjaan dan Produk Domestik Bruto (PDB), serta data moneter dari keputusan Bank Sentral AS atau The Fed yang masih mempertahankan suku bunga acuannya di level 4,5%. Ketiga, rilis data manufaktur China yang masih moderat. Keempat, rilis data neraca dagang dan inflasi Indonesia yang relatif meningkat. ""Terakhir, rilis kinerja emiten di semester I-2025, dimana emiten perbankan membebani laju IHSG,"" kata Herditya kepada Kontan, Jumat (1/8/2025). Analis sekaligus VP Marketing, Strategy and Planning Kiwoom Sekuritas Oktavianus Audi menambahkan, pergerakan IHSG dipengaruhi beberapa sentimen, termasuk pengumuman keputusan suku bunga acuan dari The Fed dan data ketenagakerjaan Amerika Serikat yang menunjukkan pelemahan. “Situasi ini berpotensi membuka ruang bagi pemangkasan suku bunga,” ujarnya. Selain itu, rilis kinerja keuangan semester I-2025 dari sejumlah emiten, khususnya sektor keuangan dan saham-saham bluechip, juga turut memengaruhi pasar. Beberapa di antaranya menunjukkan kinerja stagnan hingga mengalami penurunan, terutama emiten di sektor batubara. Meski terkoreksi sepekan ini, Audi menilai IHSG masih berada dalam tren bullish jangka pendek karena mampu bertahan di atas garis rata-rata pergerakan 10 hari (MA10) di level 7.509. Untuk pekan depan, Audi menebak, pergerakan IHSG akan bergerak mixed cenderung melemah terbatas dalam rentang level support 7.425 dan resistance 7.780 dengan indikator MACD yang mulai menunjukkan tren pelemahan."
2025-08-01,https://investasi.kontan.co.id/news/rekap-kinerja-emiten-prajogo-pangestu-ini-yang-paling-untung-dan-buntung,"Rekap Kinerja Emiten Prajogo Pangestu, Ini yang Paling Untung dan Buntung","KONTAN.CO.ID JAKARTA. Hampir semua emiten miliki taipan Prajogo Pangestu maupun yang terafiliasi dengannya telah merilis laporan kinerja. Hasilnya bervariasi, tetapi mayoritas mencetak pertumbuhan yang positif. PT Petrindo Jaya Kreasi Tbk (CUAN), misalnya, pendapatannya naik tetapi laba bersihnya turun pada semester I-2025. Melansir laporan keuangan per Juni 2025, CUAN pendapatan sebesar US$ 462,11 juta. Raihan tersebut meningkat 49,22% secara tahunan atau Year on Year (YoY) dari US$ 309,69 juta. Secara operasional, laba usaha CUAN mengalami koreksi 19,63% YoY menjadi US$ 41,08 juta. Laba neto yang didistribusikan kepada pemilik entitas induk CUAN mencapai US$ 1,94 juta, yang melorot 93,43% secara tahunan dari US$ 29,57 juta per Juni 2024. Nasib serupa juga dialami oleh PT Petrosea Tbk (PTRO). Di mana, pendapatan PTRO meningkat 10,41% YoY menjadi US$ 351,11 juta, tetapi laba bersihnya turun 18,18% YoY menjadi US$ 1,08 juta. Jika dicermati tertekannya kedua bottom line kedua emiten itu sebabkan oleh meningkatnya sejumlah pos beban. Beban pokok penjualan CUAN saja naik 70,27% YoY menjadi US$ 414,18 juta. Namun kinerja positif ditorehkan oleh PT Chandra Asri Pacific Tbk (TPIA). TPIA berhasil membalikan rugi bersih menjadi laba bersih sebesar US$ 1,27 miliar di semester I-2025. Dari sisi top line, pendapatan emiten petrokimia terintegrasi ini mencapai US$ 2,92 miliar. Raihan itu melesat 237,70% secara tahunan dari US$ 866,49 miliar per Juni 2024. PT Barito Renewables Energy Tbk (BREN) juga mencetak pertumbuhan kinerja yang positif. BREN meraup pendapatan sebesar US$ 300,07 juta atau tumbuh 3,45% secara tahunan. Adapun laba tahun berjalan yang dapat diatribusikan kepada pemilik entitas induk BREN melonjak 12,96% secara tahunan menjadi US$ 65,46 juta per Juni 2025 dari US$ 57,95 juta per Juni 2024. Terakhir PT Barito Pacific Tbk (BRPT) meraup pendapatan US$ 3,22 miliar, yang melesat 178,52% YoY di semester I-2025. Pada periode yang sama di 2024, BRPT mengantongi pendapatan US$ 1,15 miliar. Adapun laba bersih periode berjalan yang dapat diatribusikan kepada entitas induk BRPT mencapai US$ 539,82 juta paruh pertama 2025. Raihan ini meroket 1.464,89% YoY dari US$ 34,49 juta. Direktur Utama Barito Pacific Agus Pangestu menjelaskan pertumbuhan laba terutama didorong oleh keberhasilan akuisisi Aster Chemicals and Energy Pte. Ltd. (ACE) pada April 2025, yang menghasilkan pencatatan bargain purchase accounting. “Peningkatan operasional pada segmen energi terbarukan dan kimia dengan pengelolaan modal membantu kami mengimbangi tantangan eksternal dan memperkuat rencana pertumbuhan,” jelasnya dalam keterangan resmi, Kamis (31/7). Tim Riset Trimegah Sekuritas memproyeksikan nilai ekuitas sebesar US$ 25,9 miliar untuk segmen bisnis energi terbarukan, termasuk aset yang sudah ada serta proyek dalam pipeline sebesar 1,3 GW. “Nilai yang dapat diatribusikan kepada BRPT setelah penyesuaian kepemilikan saham adalah US$ 16,8 miliar,” tulisnya dalam riset yang dirilis pada 30 Juli 2025. Untuk segmen petrokimia, BRPT memproyeksikan valuasi sebesar US$ 1,9 miliar untuk TPIA. Untuk proyek Aster sebesar US$ 1,6 miliar dan US$ 295 juta untuk proyek Chlor Alkali-Ethylene Dichloride (CA-EDC). Lebih lanjut, Trimegah Sekuritas merekomendasikan beli BRPT dengan target harga di Rp 3.700 per saham. Hingga akhir perdagangan Jumat (1/8), BRPT ditutup menguat 2,28% ke posisi Rp 2.690 per saham."
2025-08-01,https://investasi.kontan.co.id/news/kinerja-medco-energi-internasional-medc-menurun-simak-rekomendasi-analis,"Kinerja Medco Energi Internasional (MEDC) Menurun, Simak Rekomendasi Analis","KONTAN.CO.ID JAKARTA. PT Medco Energi Internasional Tbk (MEDC) mencatatkan kinerja keuangan yang kurang memuaskan sepanjang semester I-2025. Namun, peluang perbaikan kinerja MEDC masih cukup terbuka seiring tingginya kebutuhan energi migas di dalam negeri dan efek akuisisi tambahan 24% hak partisipasi perusahaan di Blok Production Sharing Contract (PSC) Corridor. Dalam laporan keuangan yang dipublikasikan Kamis (31/7), pendapatan MEDC tercatat sebesar US$ 1,14 miliar pada semester I-2025 atau turun 2,56% year on year (yoy) dibandingkan periode yang sama tahun sebelumnya. MEDC juga melaporkan bahwa EBITDA perusahaan mengalami penurunan 4% yoy menjadi US$ 623 juta, lantaran rata-rata harga realisasi minyak turun 14% menjadi US$ 70 per barel. Adapun harga realisasi gas tetap stabil di angka US$ 7 per MMBTU. Laba bersih yang diatribusikan kepada pemilik entitas induk MEDC ikut terkoreksi 81,52% yoy menjadi US$ 37,37 juta pada akhir semester I-2025. Hal ini disebabkan penurunan harga realisasi minyak, kontribusi negatif dari PT Amman Mineral Internasional Tbk (AMMN), dan biaya dry hole sebesar US$ 8,9 juta. AMMN sendiri mengalami rugi bersih sebesar US$ 31 juta pada semester I-2025 karena keterlambatan proses commisioning smelter baru dan fasilitas pemurnian logam mulia. Senior Market Analyst Mirae Asset Sekuritas Nafan Aji Gusta mengatakan, kinerja MEDC pada semester II-2025 tentu tetap bergantung pada pergerakan harga minyak mentah dan gas alam dunia yang rawan volatil sejalan dengan dinamika geopolitik global. MEDC tentu tetap punya peluang untuk memperbaiki kinerja keuangannya pada sisa tahun ini. Salah satu sentimen positif yang cukup berpengaruh bagi MEDC adalah ambisi pemerintah yang ingin mencapai swasembada energi, termasuk di bidang migas. “Produksi migas otomatis harus ditingkatkan dan ini akan berdampak positif bagi MEDC,” kata dia, Jumat (1/8). Analis Indo Premier Sekuritas Ryan Winipta dan Reggie Parengkuan menilai, langkah MEDC yang mengakuisisi 24% hak partisipasi di Blok PSC Corridor akan menguntungkan bagi perusahaan tersebut. Adanya tambahan akuisisi tersebut akan membuat total kepemilikan MEDC di Blok PSC Corridor meningkat menjadi 70%. Akuisisi senilai US$ 425 juta ini ditargetkan rampung pada kuartal III-2025. Dalam riset Indo Premier Sekuritas, per kuartal I-2025, Blok Corridor mampu memproduksi sekitar 115 mboepd atau setara dengan 617 juta standar kaki kubik per hari (mmmscfd) gas alam dan 4,1 mbopd minyak mentah. “Kami menyimpulkan bahwa akuisisi ini memberikan tambahan nilai bagi MEDC,” tulis Ryan dan Reggie dalam riset, 26 Juni 2025. Optimisme terhadap prospek MEDC usai akuisisi Blok PSC Corridor juga diungkapkan oleh manajemen emiten tersebut. “Kami memasuki paruh kedua 2025 dengan akuisisi akretif atas tambahan 24% hak partisipasi di Wilayah Kerja (PSC) Corridor dan kontribusi tambahan dari beberapa proyek migas dan ketenagalistrikan yang baru berproduksi,” ujar CEO Medco Energi Internasional Roberto Lorato dalam keterbukaan informasi, Kamis (31/7). Setelah akuisisi Corridor, MEDC memiliki panduan produksi minyak dan gas sekitar 155—160 mboepd pada 2025. Selain itu, MEDC menargetkan dapat menjual tenaga listrik sebesar 4.300 GWh pada 2025. Biaya produksi minyak dan gas MEDC pada tahun ini ditargetkan di bawah US$ 10 per boe. MEDC juga menargetkan belanja modal minyak dan gas di level US$ 400 juta serta ketenagalistrikan US$ 30 juta. Indo Premier Sekuritas mempertahankan rekomendasi hold saham MEDC dengan target harga Rp 1.200 per saham. MEDC diprediksi mendapat tambahan EBITDA sekitar US$ 150 juta—US$ 200 juta pada 2026 mendatang dengan asumsi harga minyak jangka menengah sebesar US$ 65 per barel. Di lain pihak Nafan menyarankan tambah (add) saham MEDC dengan target harga di level Rp 1.630 per saham."
2025-08-01,https://investasi.kontan.co.id/news/mata-uang-asia-tertekan-penguatan-dolar-as,Mata Uang Asia Tertekan Penguatan Dolar AS,"KONTAN.CO.ID JAKARTA. Mata uang dolar AS menguat ke level tertinggi dalam dua bulan. Indeks dolar AS (DXY) bertahan di kisaran 100 pada Jumat (1/8/2025), mencerminkan posisi kuat dolar terhadap mata uang lainnya, termasuk di kawasan Asia. Analis mata uang Doo Financial Futures Lukman Leong mencermati, tak hanya terhadap mata uang Aia, dolar AS juga menguat terhadap mata uang dunia. Lukman melihat, tekanan terhadap mata uang Asia masih akan berlanjut dalam jangka pendek. “Ini mengingat kesepakatan perdagangan AS dengan India, Korea, Jepang masih berat sebelah,” imbuh Lukman, Jumat (1/8/2025). Presiden Komisioner HFX International Berjangka Sutopo Widodo pun memandang, penguatan dolar AS memiliki implikasi signifikan terhadap mata uang negara-negara Asia, khususnya emerging market. Ketika dolar menguat, mata uang lokal di kawasan Asia cenderung melemah, membuat impor menjadi lebih mahal dan berpotensi meningkatkan tekanan inflasi. Tak hanya itu, negara-negara dengan utang luar negeri dalam mata uang dolar AS akan menghadapi beban pembayaran yang lebih besar. “Fenomena ini telah terlihat dengan jelas di mana dolar AS mencapai level tertinggi empat bulan terhadap yen Jepang,” ujar Sutopo kepada Kontan, Jumat (1/8/2025). Menurutnya, ini sebuah indikasi kuat tekanan bukan hanya dirasakan oleh emerging market, melainkan juga oleh mata uang utama di Asia. “Sehingga dalam jangka pendek, volatilitas tetap tinggi,” imbuh Sutopo. Kendati begitu, dalam jangka panjang, Lukman melihat sentimen di pasar ekuitas masih positif terhadap mata uang Asia. Ia melihat pelemahan mata uang Asia berkaitan erat dengan prospek suku bunga The Fed. “Sehingga walau masih berpotensi melemah, sudah priced-in, jadi perlemahan ke depan tidak akan besar,” imbuhnya. Belum lagi, Lukman mencermati, dampak dari tarif akan tercermin pada data ekonomi AS dalam beberapa bulan ke depan. “Ini dapat berbalik menekan dolar AS dan menguatkan mata uang Asia,” lanjutnya. Sutopo pun menilai prospek mata uang Asia ke depan tidak sepenuhnya suram. Ia memandang, negara-negara dengan fundamental ekonomi yang kuat, cadangan devisa yang memadai, serta kebijakan fiskal dan moneter yang prudent akan lebih tahan menghadapi tekanan global. Namun, kata Lukman, nasib mata uang Asia juga tergantung pada kesepakatan yang paling penting, yaitu antara AS dengan Tiongkok. “Bila mereka gagal bertemu sepakat, ini berpotensi menekan mata uang Asia,” kata dia. Sutopo juga melihat, bagaimanapun, stabilitas nilai tukar di Asia akan sangat bergantung pada seberapa cepat ketegangan perdagangan global mereda. “Juga tergantung bagaimana The Fed mengelola ekspektasi pasar,” imbuhnya Secara teknikal, Lukman melihat, indeks dolar atau DXY tengah berada di kisaran level resistan 100, dengan target resistance selanjutnya di level 102."
